Gujarati_PAT,Gujarati_SAT,Mathematics_PAT,Mathematics_SAT,Science_PAT,Science_SAT,SocialScience_PAT,SocialScience_SAT,English_PAT,English_SAT,Hindi_PAT,Hindi_SAT,Attendance,Assessment,Final_Score
7,54,10,65,19,63,10,51,6,14,18,22,38,96,36.0
14,34,12,45,15,43,8,70,1,57,15,45,60,51,35.03333333333334
15,70,9,55,14,31,7,10,20,62,16,16,94,0,31.066666666666663
14,29,18,46,4,13,15,12,2,80,9,33,43,60,28.633333333333336
12,37,4,13,15,40,11,56,7,23,12,63,36,53,28.433333333333334
15,2,14,60,14,52,15,53,18,42,19,8,26,42,27.6
9,45,14,56,15,33,14,21,2,15,10,25,84,76,33.266666666666666
6,53,5,68,14,0,5,31,18,76,13,69,89,93,42.06666666666666
19,42,12,4,17,64,7,65,11,58,18,34,39,36,30.900000000000006
15,58,0,76,7,70,2,29,11,17,10,9,33,70,30.566666666666666
10,59,2,39,9,28,6,28,8,62,9,29,40,74,30.66666666666667
15,77,17,43,10,18,20,42,14,22,7,7,10,18,22.26666666666667
10,37,17,25,7,61,19,73,18,2,6,30,84,54,34.13333333333333
19,13,11,11,8,38,2,20,1,16,17,37,36,18,18.26666666666667
6,38,17,31,15,1,16,46,14,52,15,59,81,71,35.86666666666667
0,15,19,33,12,15,16,34,2,23,7,68,75,6,24.366666666666667
16,15,0,1,17,55,11,31,11,29,5,44,83,1,24.06666666666667
2,47,1,42,13,63,0,5,19,9,8,39,92,6,26.333333333333336
3,73,19,7,2,32,10,77,2,20,4,21,63,65,30.800000000000004
11,78,3,71,19,46,17,12,17,62,4,79,52,26,35.73333333333334
2,12,3,51,2,21,20,50,2,43,0,46,42,49,25.9
9,59,15,63,9,48,7,71,0,5,4,40,18,62,30.0
11,10,13,8,10,66,9,59,18,62,20,62,59,25,31.6
3,5,6,51,16,33,2,49,19,33,18,5,95,81,33.6
11,70,12,28,8,78,16,66,10,69,18,8,84,60,40.666666666666664
8,50,7,71,11,71,7,24,11,36,1,46,25,63,31.666666666666668
0,68,10,61,7,57,17,15,4,69,20,9,77,36,33.766666666666666
11,18,15,16,8,37,16,69,11,21,8,43,64,58,30.400000000000002
0,60,15,73,14,74,7,47,17,22,6,33,4,2,25.133333333333333
4,80,2,37,1,48,11,51,10,27,13,66,7,56,29.633333333333336
6,38,7,49,17,26,20,33,3,70,10,6,97,71,35.800000000000004
10,79,6,29,13,3,1,4,0,56,8,78,23,92,30.633333333333333
14,7,15,74,1,4,9,29,12,66,16,29,35,23,24.200000000000003
2,78,18,59,17,4,13,80,2,48,17,3,82,26,33.53333333333334
1,8,1,24,3,67,9,62,3,30,1,65,21,62,26.566666666666666
14,3,5,50,7,16,17,35,5,5,5,9,8,26,14.8
20,30,8,78,15,50,11,61,18,48,2,44,12,14,28.266666666666666
16,21,10,14,8,76,18,33,0,65,15,62,90,81,39.63333333333333
9,21,14,40,12,46,15,19,14,75,6,28,19,98,31.633333333333333
5,44,5,4,20,15,6,60,13,17,1,60,95,83,34.46666666666667
4,35,12,48,19,5,15,25,0,11,7,79,3,17,19.333333333333336
1,34,6,6,18,53,3,28,0,18,13,29,73,31,24.333333333333336
4,11,11,58,18,50,10,54,14,35,16,36,84,42,33.733333333333334
8,27,18,8,10,50,7,36,20,10,3,59,86,22,27.86666666666667
5,24,3,22,6,73,16,35,15,31,13,4,41,80,28.56666666666667
10,25,10,3,0,2,8,20,13,64,8,27,63,66,25.56666666666667
2,55,4,59,9,68,1,57,0,39,7,49,55,28,31.633333333333336
16,6,7,62,0,74,11,74,4,54,2,43,28,28,29.133333333333336
4,57,10,30,15,35,16,58,18,26,7,66,6,43,27.700000000000006
17,41,5,5,11,47,0,59,17,29,9,54,16,73,28.500000000000004
3,62,5,38,3,76,2,19,16,23,9,46,58,41,30.033333333333335
5,41,1,67,18,47,17,19,17,43,16,8,26,99,32.43333333333334
15,26,12,77,3,25,7,6,20,36,16,74,64,36,31.133333333333333
3,32,0,72,20,79,8,40,8,19,12,67,14,62,31.599999999999998
9,68,9,14,13,19,18,29,13,77,10,17,85,89,37.13333333333333
2,57,6,21,9,19,8,78,15,71,5,9,67,56,32.3
18,72,0,9,10,39,7,53,14,6,11,50,11,16,21.96666666666667
9,13,3,16,13,53,6,59,9,55,3,43,56,23,26.700000000000006
19,29,8,63,10,68,5,54,16,8,4,33,92,96,39.93333333333334
3,50,7,42,19,25,14,63,12,36,13,64,53,28,31.300000000000004
2,6,4,22,4,7,1,5,5,67,4,43,56,82,25.133333333333333
20,47,19,66,9,59,8,68,3,32,18,14,82,62,38.6
19,60,19,77,18,55,6,38,13,4,10,67,95,83,43.53333333333333
3,17,10,41,9,7,14,74,18,34,3,78,84,71,36.03333333333334
1,37,1,48,12,79,18,23,0,64,19,67,89,72,40.7
10,76,7,48,13,41,4,29,1,20,13,51,4,54,26.666666666666664
5,62,8,76,2,58,12,62,19,11,19,42,13,91,35.46666666666667
14,45,4,29,15,3,2,27,12,30,14,2,31,69,23.133333333333333
7,18,6,10,3,57,20,26,20,71,12,46,75,93,36.53333333333333
9,68,2,76,9,30,14,6,19,27,1,11,25,44,25.03333333333334
13,7,0,65,13,73,3,35,11,38,5,21,88,75,35.233333333333334
6,12,6,27,2,67,4,32,15,14,16,56,4,3,17.833333333333332
0,2,18,58,7,45,7,60,19,14,7,71,0,36,24.133333333333336
13,45,17,53,0,59,8,64,18,78,8,67,61,48,39.56666666666666
13,74,8,7,4,40,1,2,17,77,2,27,39,36,25.633333333333333
8,39,12,58,18,1,0,79,12,36,16,39,35,80,32.7
18,72,8,79,17,74,16,9,0,74,13,51,72,3,36.233333333333334
8,33,1,33,11,60,14,30,12,17,14,23,61,80,31.166666666666668
19,63,18,22,11,75,10,40,14,66,4,36,5,91,34.800000000000004
10,52,13,63,5,46,1,12,5,43,18,10,96,58,33.93333333333334
18,52,9,74,12,33,9,19,15,2,19,67,64,35,31.83333333333333
15,5,1,9,0,1,5,62,10,38,14,72,86,94,33.46666666666667
1,51,20,54,16,58,0,6,16,44,5,80,50,81,36.5
12,6,1,66,15,36,11,12,1,17,18,53,12,9,18.633333333333333
10,12,15,37,16,80,12,51,14,33,11,78,34,71,35.1
17,54,12,27,19,8,4,43,2,16,0,48,47,76,28.96666666666667
7,16,1,21,11,24,2,66,18,15,9,50,8,0,16.8
9,59,16,71,7,66,9,79,11,3,8,80,18,51,34.766666666666666
5,72,17,76,5,1,13,59,20,70,1,24,90,5,33.7
12,57,0,0,9,44,13,52,12,49,16,49,44,33,28.566666666666666
3,31,14,76,7,28,5,69,2,61,19,2,36,87,33.43333333333334
13,3,10,46,20,43,5,29,4,4,14,8,7,91,23.066666666666666
2,74,17,41,7,8,4,25,14,17,18,66,28,93,31.633333333333336
10,35,13,19,9,58,11,77,11,27,3,19,45,59,29.866666666666667
3,29,6,2,17,48,14,23,4,30,16,79,68,52,30.066666666666666
17,43,3,35,8,70,12,79,9,59,7,36,95,67,41.400000000000006
8,30,10,57,17,40,8,47,20,79,14,20,23,86,34.233333333333334
17,49,5,78,17,45,7,10,18,69,11,12,58,48,33.13333333333334
18,6,9,70,8,27,10,5,1,27,11,78,19,26,22.5
2,76,14,43,13,73,1,78,10,64,5,49,98,0,38.333333333333336
9,1,19,6,19,39,1,36,5,24,11,6,34,94,24.533333333333335
4,34,14,9,2,67,19,3,14,27,1,41,49,92,29.766666666666673
20,1,9,14,17,48,4,60,6,31,5,34,71,3,24.000000000000004
1,79,7,53,8,35,19,22,18,20,6,63,26,46,29.266666666666673
14,65,6,13,18,37,18,24,4,77,11,47,56,80,35.866666666666674
5,55,18,21,17,29,16,43,10,22,7,77,74,95,38.233333333333334
14,68,8,76,10,13,3,1,13,71,10,37,35,13,26.400000000000002
13,33,9,38,6,30,8,22,1,6,6,23,18,12,16.0
0,35,1,62,1,44,12,69,16,35,15,69,42,7,28.833333333333336
3,49,13,58,16,23,7,19,8,48,15,59,18,88,31.8
15,9,15,79,11,16,19,37,17,28,12,10,44,24,24.666666666666664
4,72,13,30,0,57,17,29,12,24,17,62,93,56,37.36666666666667
19,64,17,65,8,17,2,36,13,19,13,15,78,27,29.700000000000003
13,53,2,64,6,49,2,75,19,47,19,62,35,28,33.7
16,46,16,15,5,43,3,71,19,79,10,80,93,24,38.56666666666667
3,43,4,64,3,75,17,35,9,74,0,63,81,61,40.2
17,64,3,58,15,44,9,79,18,76,20,77,38,93,45.099999999999994
5,25,5,53,14,25,19,0,6,46,17,8,16,55,21.96666666666667
10,13,18,78,2,31,5,6,6,17,6,23,61,82,28.633333333333333
12,15,3,57,15,74,1,1,6,44,5,75,42,14,26.133333333333333
5,12,10,59,15,40,13,67,4,2,3,38,69,54,30.166666666666664
12,24,3,76,12,45,13,43,4,26,12,18,52,24,26.799999999999997
2,75,9,2,7,12,20,12,11,3,8,5,52,61,22.36666666666667
15,3,6,17,14,46,10,52,9,21,4,76,23,100,30.500000000000004
15,30,12,22,1,45,2,22,14,70,15,69,69,29,30.93333333333333
9,11,13,31,14,13,20,63,19,13,0,7,10,6,15.8
4,50,2,11,19,6,13,76,9,42,2,8,53,83,29.733333333333334
18,60,11,0,15,36,11,76,12,57,5,2,10,29,24.1
16,0,6,35,5,67,11,43,3,22,17,51,5,42,23.1
12,69,4,80,1,41,18,13,6,6,13,33,34,59,29.03333333333334
16,10,20,47,6,31,6,35,3,29,13,50,2,45,22.433333333333334
8,58,18,63,8,28,13,48,5,60,0,42,0,62,29.600000000000005
5,28,9,50,12,57,7,30,3,51,18,28,74,14,28.666666666666664
15,51,17,55,4,68,1,27,9,46,5,46,100,77,40.63333333333334
4,46,13,54,9,74,15,9,6,29,5,74,15,33,27.333333333333332
7,72,3,29,8,53,20,31,12,20,7,61,52,36,30.333333333333336
1,71,20,40,15,23,5,34,4,15,1,66,1,4,20.166666666666668
5,42,12,0,3,66,8,79,3,69,8,77,20,73,34.10000000000001
15,57,18,13,9,36,17,67,0,68,9,11,73,39,32.53333333333334
7,27,4,9,0,67,15,2,6,0,13,19,96,65,27.366666666666667
11,62,17,8,18,46,19,47,8,46,8,73,97,74,41.300000000000004
2,13,10,51,19,10,5,23,20,74,8,26,8,32,21.400000000000002
8,77,20,37,19,12,1,52,19,67,13,6,100,89,40.96666666666667
7,2,14,73,8,25,18,45,11,57,13,20,66,2,26.333333333333336
6,28,10,50,16,55,8,42,17,31,11,41,79,69,35.8
20,72,4,8,4,33,15,35,3,67,15,16,54,77,32.56666666666667
0,48,15,62,10,1,12,12,20,71,18,28,5,13,21.6
13,52,20,30,0,61,4,22,11,60,18,15,16,34,25.4
9,49,11,34,0,31,17,68,2,41,7,5,45,33,26.06666666666667
3,80,4,48,13,43,14,56,19,49,8,39,38,75,36.36666666666667
2,63,6,54,11,28,16,72,17,78,2,73,43,24,34.833333333333336
1,40,19,25,11,23,4,26,1,49,11,61,19,82,28.16666666666667
17,30,14,51,11,34,14,38,10,68,7,19,33,73,31.46666666666667
6,72,20,35,19,30,9,39,5,62,3,14,3,39,25.133333333333333
17,54,3,62,0,36,4,25,5,70,0,71,48,4,28.333333333333336
1,49,3,5,4,16,0,7,9,9,4,3,73,12,15.833333333333336
4,38,1,7,9,38,9,78,0,75,17,61,33,61,31.86666666666667
18,79,20,46,16,39,10,14,14,14,5,17,40,69,30.366666666666667
3,6,7,41,20,79,16,41,4,5,17,42,18,24,22.933333333333337
15,53,6,40,14,1,7,64,8,19,4,34,45,24,24.56666666666667
5,48,12,11,8,12,9,61,6,46,0,14,12,69,23.56666666666667
16,59,18,22,7,12,12,68,9,69,9,41,83,19,33.0
7,36,18,14,20,7,8,39,8,1,8,77,7,37,20.6
1,28,14,74,13,67,4,58,20,8,6,57,46,69,34.833333333333336
8,27,19,58,18,64,12,60,20,70,9,21,96,21,37.43333333333334
4,11,12,4,0,35,10,67,2,3,10,77,17,16,18.96666666666667
11,30,14,37,20,27,13,68,4,41,8,55,91,28,33.766666666666666
20,8,7,67,9,56,18,69,2,52,11,24,79,20,32.766666666666666
14,18,10,29,8,24,8,38,17,42,5,22,82,23,26.166666666666668
13,43,9,5,18,52,5,27,11,40,10,28,97,74,34.5
11,10,17,43,19,22,19,47,19,42,18,56,38,79,33.233333333333334
1,44,9,53,9,15,3,3,0,31,6,29,90,65,29.033333333333335
18,16,6,4,7,48,8,64,12,23,12,43,8,9,19.1
12,17,8,37,3,73,12,37,14,4,4,20,30,84,27.46666666666667
13,12,9,15,8,40,20,20,11,37,11,48,35,61,25.86666666666667
9,67,6,20,16,47,12,50,14,35,1,56,52,95,36.900000000000006
3,71,1,40,17,74,8,27,15,73,6,58,22,73,35.7
3,21,1,11,20,72,8,65,8,12,11,12,62,87,31.166666666666664
5,16,6,15,7,41,16,27,1,73,20,2,26,86,26.46666666666667
13,80,10,60,1,34,9,17,6,23,6,57,19,82,31.166666666666664
5,37,15,16,2,69,19,26,17,75,3,28,20,97,32.5
13,58,4,70,8,11,2,24,9,9,12,42,75,38,28.766666666666666
6,23,10,51,6,38,15,26,2,77,15,46,98,88,39.60000000000001
18,46,16,66,1,80,16,30,12,8,17,1,1,4,21.233333333333334
9,80,8,21,17,8,20,18,19,12,14,12,43,45,24.666666666666668
12,23,13,51,10,16,17,36,20,64,2,69,36,65,32.3
12,2,9,31,9,26,5,74,1,33,9,4,74,27,24.433333333333334
7,23,7,29,2,67,3,30,12,25,15,39,55,2,22.96666666666667
19,8,11,36,13,13,20,54,3,58,14,26,56,93,33.233333333333334
9,45,1,35,7,57,12,21,18,4,12,23,99,93,35.46666666666667
13,57,9,38,13,78,17,21,4,33,7,72,0,78,31.933333333333337
18,61,18,37,16,43,2,64,4,54,18,59,90,69,42.166666666666664
0,69,20,19,5,37,10,73,16,40,5,80,90,38,37.733333333333334
10,26,14,47,16,61,3,10,8,65,2,75,78,85,38.766666666666666
5,54,3,75,1,23,7,66,1,45,10,45,30,71,32.43333333333334
16,62,4,20,3,4,13,56,18,59,1,55,90,39,33.63333333333333
20,40,17,22,20,43,12,5,20,80,17,42,14,46,28.533333333333335
3,55,2,54,12,41,18,24,4,64,3,44,10,30,25.6
19,42,8,26,10,74,8,76,9,44,16,3,87,7,31.733333333333338
13,46,2,39,17,63,19,19,19,31,15,47,3,42,26.500000000000004
0,68,1,61,4,42,2,44,2,14,7,11,4,53,22.766666666666666
10,2,5,28,4,36,1,79,9,25,14,80,38,28,26.133333333333336
10,47,8,10,14,52,3,59,4,29,17,33,12,81,28.366666666666667
12,67,0,41,20,10,8,7,6,2,11,69,26,37,23.166666666666668
1,26,4,31,9,0,9,49,3,49,5,7,95,96,31.96666666666667
4,56,0,24,5,13,10,14,12,58,3,70,5,89,27.333333333333336
1,5,13,24,1,52,8,31,12,57,10,25,81,57,29.733333333333334
18,69,5,49,2,9,12,67,15,14,3,52,90,32,33.2
8,43,13,43,1,67,0,41,13,69,5,45,7,82,32.1
16,50,0,50,8,12,0,40,19,50,8,29,37,96,32.1
16,18,20,75,1,19,5,6,20,23,10,72,41,37,26.8
13,74,1,9,15,8,8,24,13,46,4,26,35,49,24.46666666666667
20,45,10,40,19,55,3,75,8,57,3,2,11,6,24.166666666666668
14,11,3,70,16,4,10,40,9,24,19,74,95,18,30.900000000000002
14,47,13,36,16,19,13,33,3,34,15,11,73,51,29.333333333333336
7,2,10,75,18,4,4,34,7,3,14,0,65,79,26.266666666666666
6,1,16,0,10,28,11,29,0,76,4,48,65,70,28.766666666666666
1,63,10,28,18,0,13,5,2,44,12,60,93,9,27.26666666666667
1,26,1,23,3,36,20,4,0,31,1,31,52,9,17.9
9,39,18,0,9,26,16,36,17,7,9,25,71,58,26.96666666666667
13,1,4,73,16,4,3,51,10,29,20,75,4,97,30.03333333333334
9,63,18,13,15,31,1,3,19,73,9,13,52,69,29.9
1,59,8,31,14,79,18,2,8,54,10,72,32,92,36.13333333333333
16,61,1,53,17,76,19,27,20,6,7,26,17,25,26.133333333333336
20,59,11,58,16,71,4,13,15,56,4,69,37,68,36.900000000000006
13,33,19,23,17,33,12,48,8,36,8,22,40,51,27.233333333333334
13,34,13,71,12,32,15,73,4,42,11,70,100,17,37.7
20,59,10,53,9,0,13,1,2,60,15,36,53,59,29.733333333333334
6,51,11,10,18,66,19,48,11,52,19,18,28,40,28.733333333333338
2,19,7,21,17,50,5,9,8,22,17,24,21,59,21.400000000000002
14,67,2,46,6,21,18,15,14,60,14,9,22,94,30.66666666666667
10,2,3,78,20,1,6,28,7,58,18,65,88,33,31.833333333333336
19,60,11,8,15,18,13,43,1,51,14,48,34,59,29.366666666666667
15,41,14,25,4,22,10,27,20,61,0,58,83,56,33.7
16,36,2,51,13,31,20,48,15,67,4,9,40,94,34.2
0,34,14,40,20,11,5,26,8,40,16,37,92,23,28.233333333333338
10,62,1,73,4,22,11,43,9,67,20,8,1,69,29.000000000000007
5,40,16,69,14,66,7,6,17,53,19,29,3,3,23.333333333333336
17,0,1,27,12,62,17,55,5,45,6,26,76,40,29.800000000000004
19,17,20,4,14,20,3,3,2,65,20,63,53,85,30.46666666666667
15,0,13,39,11,67,18,8,18,56,20,62,28,53,29.900000000000002
3,4,10,55,11,17,14,33,8,60,20,35,82,9,27.1
13,74,13,56,13,24,7,80,6,76,9,52,12,35,32.900000000000006
15,60,1,51,19,33,11,9,8,47,0,21,64,24,27.133333333333333
6,80,16,77,0,75,7,52,3,70,16,3,64,35,36.9
8,44,5,2,20,69,7,30,13,48,11,47,83,70,35.56666666666666
6,60,4,19,18,26,5,9,19,68,9,63,62,97,36.300000000000004
17,21,19,46,15,26,18,66,12,52,11,78,95,2,35.1
18,76,8,12,4,59,18,73,3,56,3,63,81,27,37.00000000000001
19,20,9,19,3,51,9,22,20,46,15,56,62,32,28.666666666666664
10,19,7,71,6,69,8,9,6,36,20,71,71,55,34.733333333333334
16,16,10,38,20,49,14,70,4,76,14,8,26,56,30.53333333333334
20,32,12,42,8,51,6,8,9,54,13,55,95,91,39.26666666666667
0,11,9,34,4,33,3,30,14,52,8,16,24,46,21.26666666666667
6,18,18,7,8,27,5,5,1,17,3,8,9,19,11.0
4,66,5,74,20,40,15,75,12,28,15,47,53,100,42.03333333333333
12,69,10,41,18,43,18,62,2,30,19,66,59,0,31.9
6,18,9,47,5,79,19,22,4,6,19,72,23,29,25.6
3,46,1,4,2,41,9,73,8,36,17,27,93,10,28.1
3,39,6,43,10,51,3,56,10,28,8,42,51,51,30.133333333333336
5,22,14,61,12,52,14,10,20,62,14,43,54,3,27.633333333333336
3,35,4,71,15,50,8,29,12,18,11,77,54,97,37.300000000000004
7,36,18,22,17,74,13,72,11,8,5,40,29,61,30.53333333333334
11,48,14,56,7,22,1,42,13,30,13,65,41,6,26.16666666666667
2,73,15,65,14,67,5,29,12,56,3,16,92,7,33.70000000000001
13,35,18,26,2,31,1,35,14,21,13,32,32,38,23.066666666666666
14,36,0,11,17,64,0,75,11,28,17,0,24,55,26.1
13,21,10,44,9,55,4,41,16,48,9,6,13,73,27.000000000000004
5,8,3,14,20,55,2,53,0,62,7,53,20,95,30.300000000000004
10,14,3,56,11,54,16,61,14,41,4,70,35,31,30.200000000000003
10,59,2,62,3,74,12,44,6,64,13,54,73,5,34.66666666666667
7,22,1,58,17,3,7,17,19,79,0,57,45,42,27.833333333333332
15,65,18,28,19,4,18,79,12,75,6,47,1,86,34.43333333333334
7,20,12,51,6,36,9,20,18,42,13,54,80,11,28.300000000000004
4,56,3,35,15,51,7,48,15,44,1,59,17,30,27.233333333333334
16,3,19,71,18,27,18,10,11,11,0,37,71,66,29.766666666666673
17,44,6,19,9,53,8,39,16,28,11,74,81,52,34.900000000000006
1,71,15,0,15,0,10,44,20,56,12,33,29,2,21.566666666666666
13,51,10,30,1,53,2,48,13,50,3,40,38,19,26.633333333333336
1,60,16,25,2,65,0,37,12,54,15,66,6,50,29.133333333333336
4,42,19,34,12,54,20,74,2,63,14,71,63,100,43.56666666666667
18,59,14,62,16,42,5,65,14,56,12,26,73,4,33.63333333333333
2,19,2,65,19,33,4,60,8,7,5,67,60,12,26.6
10,75,10,14,11,20,8,2,13,9,3,80,86,82,33.800000000000004
9,22,3,51,17,14,12,72,0,37,9,14,93,48,31.433333333333337
15,29,5,54,9,12,0,46,1,69,4,75,68,7,28.766666666666666
9,61,7,30,15,13,13,42,5,46,16,74,41,70,33.16666666666667
10,73,14,38,15,10,11,35,12,50,12,6,40,4,23.46666666666667
11,66,13,12,10,62,11,39,9,22,4,77,52,50,32.6
12,44,9,40,14,28,0,55,12,73,6,77,43,32,32.16666666666667
18,15,6,64,10,24,12,78,17,13,11,78,5,6,24.16666666666667
14,63,13,17,7,56,5,68,0,50,18,72,5,4,26.433333333333334
11,38,17,16,19,57,20,2,8,70,0,40,80,74,35.266666666666666
17,47,13,39,5,62,4,74,2,72,2,3,38,13,27.76666666666667
0,50,12,25,6,2,20,16,16,74,18,17,57,46,27.36666666666667
17,31,12,49,7,3,3,2,10,71,18,61,34,20,24.333333333333336
18,36,3,16,2,37,3,21,20,1,16,8,20,41,18.166666666666668
11,35,3,64,17,29,9,4,17,55,9,16,45,86,31.03333333333334
7,44,4,45,3,40,14,54,2,54,12,24,21,96,31.900000000000006
19,50,1,10,3,41,16,16,16,19,18,16,88,64,30.200000000000003
20,76,18,10,1,57,12,69,20,53,18,47,10,41,31.833333333333336
16,73,15,23,13,11,8,68,7,36,0,18,97,46,33.5
2,18,12,14,14,42,13,70,4,9,1,61,8,16,19.733333333333334
2,80,3,17,18,14,13,63,0,51,0,10,45,28,25.366666666666667
17,73,3,80,1,20,16,66,19,44,18,29,75,94,42.63333333333333
20,0,8,51,3,8,16,44,7,27,11,23,36,78,25.933333333333337
12,47,15,59,1,43,7,73,19,54,13,31,14,56,31.933333333333337
16,61,8,54,15,28,10,44,18,24,12,52,53,69,35.0
0,3,4,7,5,23,6,39,2,53,2,51,77,82,28.9
0,8,5,39,8,9,12,51,20,73,4,76,61,0,26.433333333333334
8,61,3,23,7,57,6,34,4,43,2,49,29,88,31.500000000000004
12,18,17,57,3,28,1,68,7,26,14,78,90,3,31.233333333333338
18,25,12,33,11,46,10,38,20,61,4,79,28,23,28.900000000000002
0,52,17,30,8,50,16,15,2,10,0,71,26,19,22.56666666666667
5,26,0,63,7,57,8,72,4,43,9,7,23,35,25.866666666666667
12,51,11,25,19,6,11,27,8,61,18,9,9,34,21.5
12,42,4,8,20,73,6,19,5,8,18,42,28,78,27.733333333333334
12,33,9,13,3,57,9,71,3,51,5,17,58,53,29.966666666666672
14,57,10,72,20,39,11,31,1,5,18,17,83,82,36.16666666666667
3,80,18,15,8,29,9,19,10,62,13,67,81,26,32.900000000000006
8,57,9,65,1,3,18,60,16,6,14,73,73,7,30.0
13,7,14,67,10,3,4,14,14,51,7,28,15,92,26.16666666666667
14,37,19,75,5,38,4,12,9,1,9,30,25,54,24.766666666666666
1,59,17,28,9,52,18,42,12,79,4,19,67,27,32.06666666666667
13,66,16,36,20,45,17,64,15,42,10,72,100,61,43.833333333333336
9,59,14,9,0,77,16,68,14,60,20,15,14,72,32.66666666666667
0,19,18,1,19,39,13,58,16,52,6,32,39,73,29.400000000000002
16,23,20,31,6,36,15,34,8,58,14,59,29,64,30.633333333333333
0,4,20,74,17,61,9,30,13,6,1,67,41,99,34.13333333333334
7,56,20,68,19,62,5,39,2,10,4,1,21,44,26.03333333333334
3,37,15,34,1,17,19,21,10,53,20,54,75,90,35.43333333333334
6,39,14,53,11,6,19,1,14,30,1,79,11,33,22.600000000000005
18,6,20,17,19,77,17,54,1,25,9,77,97,80,40.36666666666667
13,12,12,22,16,13,11,4,16,11,18,40,81,59,26.53333333333333
1,65,8,75,4,15,18,60,5,25,8,11,81,52,32.96666666666667
16,58,0,16,11,12,5,47,6,32,1,13,65,55,26.46666666666667
12,79,16,33,7,57,7,63,12,61,0,67,21,49,34.6
20,13,9,48,12,53,2,4,4,54,13,16,61,33,25.933333333333334
8,19,2,7,6,48,8,74,6,14,2,7,99,45,27.8
5,2,7,2,0,8,12,18,8,78,20,51,41,67,24.866666666666667
8,72,20,26,18,17,6,68,20,78,3,26,78,34,35.333333333333336
18,21,11,37,17,21,15,54,14,25,16,37,52,56,29.866666666666667
10,9,2,0,2,26,19,71,10,44,17,79,6,10,20.866666666666667
15,15,3,48,16,38,15,70,10,38,8,26,20,6,22.733333333333334
12,60,7,57,12,15,9,2,1,43,15,64,95,39,33.2
13,40,9,13,10,77,12,3,20,62,8,44,8,80,29.533333333333335
9,3,17,9,5,36,10,68,10,4,18,45,37,52,24.5
8,17,15,8,19,66,10,43,2,68,8,15,52,23,26.1
11,63,16,68,0,37,18,40,12,2,2,40,5,92,30.300000000000004
13,65,10,80,14,12,2,39,18,65,13,37,72,68,38.53333333333333
8,74,9,13,15,68,20,18,2,46,11,39,62,28,30.53333333333333
15,43,12,26,7,56,7,21,12,15,14,58,44,33,26.76666666666667
0,47,16,41,9,2,0,43,13,36,14,58,75,62,32.300000000000004
6,2,8,40,7,6,17,62,7,78,5,45,46,89,32.36666666666667
7,7,3,10,15,6,8,61,7,34,20,33,86,98,32.46666666666667
6,10,12,0,0,70,13,36,15,42,4,24,33,46,23.366666666666667
13,54,2,28,4,6,12,52,3,67,8,71,53,32,29.833333333333336
11,36,14,8,11,13,15,60,12,27,0,66,39,78,29.900000000000002
5,49,5,24,15,57,1,50,0,71,13,23,73,50,33.16666666666667
11,48,15,76,7,65,20,55,5,12,10,79,67,64,39.96666666666667
17,55,15,72,8,21,13,9,20,67,16,59,6,44,29.800000000000004
3,76,20,20,10,28,20,39,10,21,20,80,57,29,31.733333333333334
6,65,4,36,1,4,4,70,17,4,18,52,41,93,32.13333333333334
7,51,13,71,15,53,7,23,18,51,17,27,84,94,41.333333333333336
11,25,12,6,20,72,9,63,17,58,14,6,24,38,27.066666666666674
3,0,19,11,15,2,20,15,19,9,17,34,0,34,14.333333333333334
4,42,8,44,4,10,5,12,17,14,18,61,73,81,31.333333333333336
5,14,2,3,13,21,1,66,4,21,9,27,88,12,22.400000000000002
11,18,14,25,7,78,20,80,5,45,6,57,43,20,30.700000000000003
13,54,18,16,16,47,7,42,5,74,7,21,43,36,29.233333333333338
7,71,8,77,0,38,12,24,15,69,2,32,34,29,29.96666666666667
2,49,1,26,17,18,15,60,19,15,14,70,78,58,34.0
1,24,20,41,0,39,9,21,18,55,5,55,100,17,30.9
17,61,20,57,13,65,6,6,3,50,19,49,44,69,35.7
0,10,19,31,1,16,12,73,8,20,0,69,12,62,24.666666666666668
10,25,15,79,2,13,2,70,18,38,11,7,15,6,21.433333333333334
4,50,6,76,0,57,10,45,13,18,9,46,88,9,31.96666666666667
8,15,5,35,3,59,0,36,10,9,6,21,44,80,26.200000000000003
10,21,9,62,2,30,4,16,9,3,14,47,53,34,23.833333333333336
3,19,14,27,6,9,11,39,16,22,18,39,48,32,22.866666666666667
16,5,12,13,15,41,13,49,12,22,14,60,74,74,32.93333333333333
4,48,10,78,19,70,5,62,11,57,18,9,43,65,36.866666666666674
4,16,11,66,3,75,1,25,15,27,3,55,85,42,32.76666666666667
15,14,9,13,20,52,10,52,7,6,9,64,97,61,33.86666666666667
5,11,20,25,14,6,18,53,2,36,1,8,65,40,23.766666666666666
3,43,9,5,3,43,1,76,17,68,20,58,23,21,27.466666666666672
13,64,20,44,6,33,13,17,7,29,8,77,90,87,39.76666666666667
17,48,18,64,18,65,11,73,2,21,0,23,62,83,38.5
0,16,0,38,3,30,9,51,9,47,12,8,43,51,24.26666666666667
1,20,8,79,0,67,3,31,2,29,2,31,20,24,22.6
7,68,17,51,0,46,10,8,13,29,10,43,92,50,34.333333333333336
20,29,2,72,1,24,1,67,3,57,2,6,51,100,34.03333333333333
15,50,14,72,17,8,11,17,1,23,4,71,44,10,25.6
